field,laureate_id,laureate_name,prize_year,title,pub_year,paper_id,additional_info,doi,uid,nonenglish,no_record
Chemistry,20136,"ruzicka, l",1939,"uber androstendion einen hochwirksamen mannlichen pragungsstoff ein beitrag zur genese der keimdrusenhormone--Androstenedione, a highly efficient male hormone. An article on the genesis of the sex hormones.",1935,2333753054,,10.1515/bchm2.1935.237.1-3.75,WOS:000200998000008,0,0
Chemistry,20137,"butenandt, a",1939,uber testosteron umwandlung des dehydro androsterons in androstendiol und testosteron ein weg zur darstellung des testosterons aus cholesterin--Testosterone. Conversion of dehydroandrosterone in androstenediol and testosterone; A way to represent the testosterone of cholesterol.,1935,2320778421,,10.1515/bchm2.1935.237.1-3.89,WOS:000200998000009,0,0
Physics,10070,"paul, w",1989,notizen ein neues massenspektrometer ohne magnetfeld,1953,2087165126,,10.1515/zna-1953-0710,,1,0
Chemistry,20092,"fischer, e",1973,cyclopentadien metallkomplexe ein neuer typ metallorganischer verbindungen,1952,1972315278,,10.1515/znb-1952-0701,,1,0
Chemistry,20103,"eigen, m",1967,uber die kinetik sehr schnell verlaufender ionenreaktionen in wasseriger losung,1954,2330576647,,10.1524/zpch.1954.1.3_4.176,WOS:A1954YH46500001,0,0
Physics,10132,"chamberlain, o",1959,observation of antiprotons,1955,2026016239,,10.2172/915069,WOS:A1955WB71000041,0,0
Chemistry,20111,"calvin, m",1961,the path of carbon in photosynthesis xx the steady state,1952,1573693525,,10.2172/915410,WOS:A1952UD42200001,0,0
Medicine,30103,"lorenz, k",1973,The Companion in the Bird's World,1937,2331925520,,10.2307/4078077,,0,1
Physics,10190,albert a. michelson,1907,On the Relative Motion of the Earth and the Luminiferous Ether,1887,2085155384,,10.2475/ajs.s3-34.203.333,,0,1
Medicine,30132,"vonbekesy, g",1961,a new audiometer,1947,2059693774,,10.3109/00016484709123756,,0,1
Medicine,30149,"waksman, sa",1952,bacteriostatic and bactericidal substances produced by a soil actinomyces,1940,2039606811,,10.3181/00379727-45-11768,WOS:000202406400206,0,0
Medicine,30149,"waksman, sa",1952,streptomycin a substance exhibiting antibiotic activity against gram positive and gram negative bacteria,1944,2008541744,,10.3181/00379727-55-14461,WOS:000202408200030,0,0
Chemistry,20099,"hassel, o",1969,the structure of molecules containing cyclohexane or pyranose rings,1947,2050318825,,10.3891/acta.chem.scand.01-0929,WOS:A1947XX07500007,0,0
Medicine,30183,"macleod, jjr",1923,The internal secretion of the pancreas,1921,2112366494,"Diabetes is the body's inability to metabolize sugar correctly. Doctors realized that diabetes is caused by a lack of insulin, which is formed in parts of the pancreas, but could not prove it. Frederick Banting suspected that another substance formed in the pancreas, trypsin, broke down the insulin. In John MacLeod's laboratory in 1921, Frederick Banting and Charles Best treated dogs so that they no longer produced trypsin. Insulin could then be extracted and used to treat diabetes.",10.5555/uri:pii:S0022214322903841,,0,1
Medicine,30158,"houssay, ba",1947,the sensitivity to hypertensin adrenalin and renin of unanesthetized normal adrenalectomized hypophysectomized and nephrectomized dogs,1942,746385147,,10.7326/0003-4819-17-3-451,WOS:000200520600005,0,0
Physics,10034,"abrikosov, aa",2003,magnetic properties of superconductors of the second group,1957,1551093215,,10.1016/0022-3697(57)90083-5,WOS:A1957WH84800003,0,0
Physics,10036,"ginzburg, vl",2003,On the Theory of superconductivity(In Russian),1950,,Not find in MAG dataset,,,1,0
Physics,10065,"taylor, re",1990,high energy inelastic e p scattering at 6 and 10,1969,2087610997,,10.1103/PhysRevLett.23.930,WOS:A1969E345000010,0,0
Physics,10076,"binnig, g",1986,scanning tunneling microscopy,1982,2412866415,,,WOS:A1982QR54200011,0,0
Physics,10135,"tamm, i",1958,coherent visible radiation from fast electrons passing through matter,1937,2599073804,,,WOS:000201973400025,0,0
Physics,10144,"born, m",1954,on the quantum theory of molecules,1927,2486023113,,,,1,0
Physics,10155,"bridgman, pw",1946,the coagulation of albumen by pressure,1914,1606860533,,,WOS:000187483400009,0,0
Physics,10174,"perrin, j",1926,sur la theorie du mouvement brownien,1908,131007391,,,,1,0
Physics,10180,"einstein, a",1921,on the movement of small particles suspended in a stationary liquid demanded by the molecular kinetic theory of heart,1905,2730405628,,10.1002/andp.19053220806,WOS:000201991500005,0,0
Chemistry,20020,"steitz, t",2009,the complete atomic structure of the large ribosomal subunit at 2,2000,1563270439,, 10.1126/science.289.5481.905,WOS:000088701200023,0,0
Chemistry,20033,"agre, p",2003,appearance of water channels in xenopus oocytes expressing red cell chip28 water channel,1992,159430704,,10.1126/science.256.5055.385,WOS:A1992HP03200039,0,0
Chemistry,20050,"kroto, h",1996,c 60 buckminsterfullerene,1985,11476871,,10.1038/318162a0,WOS:A1985AUD4200071,0,0
Chemistry,20089,cornforth.jw,1975,studies on the biosynthesis of cholesterol xvi chemical synthesis of 1 h2 3 2 c 14 and 1 d2 2 c 14 trans trans farnesyl pyrophosphate and their utilization in squalene biosynthesis,1962,64228731,,,WOS:A19623968B00039,0,0
Chemistry,20097,"leloir, l",1970,a modified colorimetric method for the estimation of n acetylamino sugars,1955,1535002104,,,WOS:A1955WE88900042,0,0
Chemistry,20117,n. n. semenov,1956,Chemical kinetics and chain reactions,1935,633340598,,,,0,1
Chemistry,20130,"stanley, w",1946,chemical studies on the virus of tobacco mosaic vi the isolation from diseased turkish tobacco plants of a crystalline protein possessing the properties of tobacco mosaic virus,1936,2734553823,,,WOS:000200854500001,0,0
Chemistry,20132,"sumner, j",1946,the isolation and crystallization of the enzyme urease preliminary paper,1926,1511494479,,,WOS:000187539700013,0,0
Chemistry,20147,carl bosch,1931,ABSORBING AMMONIA AND APPARATUS THEREFOR,1913,2486733299,,,,0,1
Medicine,30012,"gurdon, jb",2012,the developmental capacity of nuclei taken from intestinal epithelium cells of feeding tadpoles,1962,2153824299,,,WOS:A19624723B00005,0,0
Medicine,30014,"hoffmann, ja",2011,the dorsoventral regulatory gene cassette controls the potent antifungal response in drosophila adults,1996,277392156,,10.1016/S0092-8674(00)80172-5,WOS:A1996VJ44300015,0,0
Medicine,30021,"hausen, hz",2008,a new type of papillomavirus dna its presence in genital cancer biopsies and in cell lines derived from cervical cancer,1984,1722478811,,10.1002/j.1460-2075.1984.tb01944.x,WOS:A1984SR31600032,0,0
Medicine,30035,"brenner, s",2002,the genetics of caenorhabditis elegans,1974,1944127002,,,WOS:A1974T582100007,0,0
Medicine,30044,"murad, f",1998,stimulation of guanylate cyclase by sodium nitroprusside nitroglycerin and nitric oxide in various tissue preparations and comparison to the effects of sodium azide and hydroxylamine,1977,43833714,,,WOS:A1977CZ66800003,0,0
Medicine,30045,"furchgott, rf",1998,phosphodiesterase inhibitors induce endothelium dependent relaxation of rat and rabbit aorta by potentiating the effects of spontaneously released endothelium derived relaxing factor,1986,1942534618,,,WOS:A1986C323900028,0,0
Medicine,30045,"furchgott, rf",1998,depression of contractile responses in rat aorta by spontaneously released endothelium derived relaxing factor,1986,2311393071,,,WOS:A1986C323900027,0,0
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver iv effects of guanyl nucleotides on binding of 125i glucagon,1971,1490796893,,,WOS:A1971I896100042,0,0
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver i properties,1971,1546236203,,,WOS:A1971I896100039,0,0
Medicine,30053,"rodbell, m",1994,adenyl cyclase in fat cells ii hormone receptors,1969,1578024134,,,WOS:A1969D665700008,0,0
Medicine,30053,"rodbell, m",1994,adenyl cyclase in fat cells i properties and the effects of adrenocorticotropin and fluoride,1969,1591872616,,,WOS:A1969D665700007,0,0
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver iii binding of glucagon method of assay and specificity,1971,1657719861,,,WOS:A1971I896100041,0,0
Medicine,30053,"rodbell, m",1994,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver v an obligatory role of guanyl nucleotides in glucagon action,1971,1863678882,,,WOS:A1971I896100043,0,0
Medicine,30057,"fischer, eh",1992,Conversion of phosphorylase b to phosphorylase a in muscle extracts.,1955,2409039558,,,WOS:A1955WE88600012,0,0
Medicine,30062,"murray, je",1990,Successful Homotransplantation of the Kidney in an Identical Twin,1956,1481400953,,,WOS:A1956WL53000008,0,0
Medicine,30066,"hitchings, gh",1988,antagonists of nucleic acid derivatives viii synergism in combinations of biochemically related antimetabolites,1954,2106985791,,,WOS:A1954UB94400002,0,0
Medicine,30071,"brown, ms",1985,binding and degradation of low density lipoproteins by cultured human fibroblasts comparison of cells from a normal subject and from a patient with homozygous familial hypercholesterolemia,1974,1485806819,,,WOS:A1974T988400021,0,0
Medicine,30075,"jerne, nk",1984,towards a network theory of the immune system,1974,1566766802,,,WOS:A1974R968600041,0,0
Medicine,30076,"mcclintock, b",1983,the stability of broken ends of chromosomes in zea mays,1941,1829553711,,,WOS:000201944700004,0,0
Medicine,30076,"mcclintock, b",1983,mutable loci in maize,1951,2221571340,,10.1073/pnas.36.6.344,WOS:A1950XZ91900002,0,0
Medicine,30083,"snell, gd",1980,some transamination reactions involving vitamin b6,1952,2339544843,,10.1021/ja01124a033,WOS:A1952UB41500033,0,0
Medicine,30084,"dausset, j",1980,the serology and the prognosis of 128 cases of autoimmune hemolytic anemia,1959,50207406,,10.1182/blood.V14.12.1280.1280,WOS:A1959WB65900002,0,0
Medicine,30084,"dausset, j",1980,acquired hemolytic anemia with polyagglutinability of red blood cells due to a new factor present in normal human serum anti tn,1959,54806471,,10.1182/blood.V14.10.1079.1079,WOS:A1959WB65700001,0,0
Medicine,30084,"dausset, j",1980,leukoagglutinins v leukoagglutinins in chronic idiopathic or symptomatic pancytopenia and in paroxysmal nocturnal hemoglobinuria,1954,2417702495,,10.1182/blood.V9.7.696.696,WOS:A1954UD82300003,0,0
Medicine,30085,benacerraf,1980,the role of the reticuloendothelial system in the host reaction to neoplasia,1961,1669625243,,,WOS:A19618428A00015,0,0
Medicine,30085,benacerr.b,1980,studies on the specificity of the cellular infiltrate in delayed hypersensitivity reactions,1963,2098523678,,,WOS:A19635363B00011,0,0
Medicine,30091,"schally, av",1977,isolation and properties of porcine thyrotropin releasing hormone,1969,1506714296,,,WOS:A1969D926300013,0,0
Medicine,30101,"claude, a",1974,the distribution of cytochrome oxidase and succinoxidase in the cytoplasm of the mammalian liver cell,1946,38403571,,,WOS:A1946UB62900027,0,0
Medicine,30106,"sutherland, ew",1971,adenyl cyclase iii the effect of catecholamines and choline esters on the formation of adenosine 3 5 phosphate by preparations from cardiac muscle and liver,1962,1488609485,,,WOS:A19623974B00038,0,0
Medicine,30106,"sutherland, ew",1971,adenyl cyclase iv the effects of neurohormones on the formation of adenosine 3 5 phosphate by preparations from brain and other tissues,1962,1501394106,,,WOS:A19623974B00025,0,0
Medicine,30106,"sutherland, ew",1971,adenyl cyclase i distribution preparation and properties,1962,1529705405,,,WOS:A19623974B00061,0,0
Medicine,30106,"sutherland, ew",1971,adenosine 3 5 phosphate in biological materials i purification and properties of cyclic 3 5 nucleotide phosphodiesterase and use of this enzyme to characterize adenosine 3 5 phosphate in human urine,1962,1602784471,,,WOS:A19623974B00008,0,0
Medicine,30108,"axelrod, j",1970,enzymatic o methylation of epinephrine and other catechols,1958,1543624067,,,WOS:A1958WA44200033,0,0
Medicine,30110,"luria, se",1969,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,1943,2170343590,,,WOS:000201545300003,0,0
Medicine,30113,"nirenberg, m",1968,the dependence of cell free protein synthesis in e coli upon naturally occuring or synthetic polyribonucleotides,1961,2156946543,,10.1073/pnas.47.10.1588,WOS:A19619792B00014,0,0
Medicine,30114,"khorana, hg",1968,studies on polynucleotides iii enzymic degradation substrate specificity and properties of snake venom phosphodiesterase,1959,953047224,,,WOS:A1959WA41700033,0,0
Medicine,30119,"huggins, c",1966,studies on prostatic cancer i the effect of castration of estrogen and of androgen injection on serum phosphatases in metastatic carcinoma of the prostate,1941,2108955823,,,WOS:000201974600006,0,0
Medicine,30122,"lwoff, a",1965,induction of bacteriophage production in a bacterium,1950,1697141686,,,,1,0
Medicine,30125,"bloch, k",1964,the biological conversion of cholesterol to cholic acid,1943,188147345,,,WOS:000187903700021,0,0
Medicine,30133,"medawar, pb",1960,the technique of free skin grafting in mammals,1951,1929691604,,,WOS:A1951UF62100012,0,0
Medicine,30135,"kornberg, a",1959,enzymatic synthesis of deoxyribonucleic acid i preparation of substrates and partial purification of an enzyme from escherichia coli,1958,1569060300,,,WOS:A1958ZW10100035,0,0
Medicine,30147,"lipmann, f",1953,a specific micromethod for the determination of acyl phosphates,1945,1547207533,,,WOS:A1945UB61800004,0,0
Medicine,30149,"waksman, sa",1952,the soil as a source of microorganisms antagonistic to disease producing bacteria,1940,1839943429,, 10.1128/JB.40.4.581-600.1940,WOS:000200084400009,0,0
Medicine,30151,"kendall, ec",1950,the chemistry of crystalline substances isolated from the suprarenal gland,1936,1550095350,,,WOS:000187601700005,0,0
Medicine,30156,"muller, p",1948,the constitution and toxic effect of natural and new synthetic insect killing substances,1944,2310206987,,10.1002/hlca.194402701115,WOS:000201626700099,0,0
Medicine,30157,"cori, gt",1947,glycogen formation in the liver from d and l lactic acid,1929,1792813549,,,WOS:000187543000016,0,0
Medicine,30160,"muller, hj",1946,the measurement of gene mutation rate in drosophila its high variability and its dependence upon temperature,1928,1756712566,,,WOS:000201596000001,0,0
Medicine,30162,"fleming, a",1945,on the antibacterial action of cultures of a penicillium with special reference to their use in the isolation of b influenzae,1929,2177846120,,,WOS:000207180600008,0,0
Medicine,30166,"doisy, ea",1943,the isolation of vitamin k2,1939,2072714604,,,WOS:000187899200034,0,0
Medicine,30171,"dale, hh",1936,the action of certain esters and ethers of choline and their relation to muscarine,1914,2260604921,,,WOS:000202165500001,0,0
Medicine,30184,"banting, fg",1923,pancreatic extracts in the treatment of diabetes mellitus,1922,176352299,"Diabetes is the body's inability to metabolize sugar correctly. Doctors realized that diabetes is caused by a lack of insulin, which is formed in parts of the pancreas, but could not prove it. Frederick Banting suspected that another substance formed in the pancreas, trypsin, broke down the insulin. In John MacLeod's laboratory in 1921, Frederick Banting and Charles Best treated dogs so that they no longer produced trypsin. Insulin could then be extracted and used to treat diabetes.",,WOS:000202554200025,0,0
Medicine,30189,"carrel, a",1912,the surgery of blood vessels etc,1907,2294441179,,,WOS:000188139400003,0,0
